,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceExpress,Production Days Express,Express Sku
2966,100,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,16.68,2,FLY-704-461-567-565-EXPRESS
5485,100,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,24.82,3,FLY-574-606-466-606-EXPRESS
6054,100,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,,17.86,1,FLY-645-577-696-648-EXPRESS
3430,100,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,14.89,2,FLY-665-709-560-606-EXPRESS
1596,100,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,19.23,2,FLY-512-552-606-524-EXPRESS
3533,100,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Single Sided,,24.82,1,FLY-649-568-645-610-EXPRESS
2196,100,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Single Sided,,16.87,1,FLY-561-556-555-699-EXPRESS
5238,100,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,18.27,2,FLY-498-661-556-469-EXPRESS
1549,100,0.0,A4,300gsm Art Board Coated,None,Double Sided,,27.17,1,FLY-515-606-707-604-EXPRESS
5507,100,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,56.43,3,FLY-472-703-500-618-EXPRESS
3475,100,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,35.53,3,FLY-508-607-462-512-EXPRESS
2927,100,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,16.72,1,FLY-427-575-563-517-EXPRESS
5204,100,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,21.84,1,FLY-470-519-612-518-EXPRESS
6410,100,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Single Sided,,18.27,2,FLY-520-556-554-566-EXPRESS
3498,100,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Single Sided,,15.88,1,FLY-512-620-573-470-EXPRESS
6376,100,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,22.99,1,FLY-507-621-528-659-EXPRESS
3916,100,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,22.99,3,FLY-616-665-564-598-EXPRESS
5789,100,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,15.88,1,FLY-649-529-558-466-EXPRESS
6859,100,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,19.86,1,FLY-519-505-603-518-EXPRESS
4623,100,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,,18.28,1,FLY-693-514-565-564-EXPRESS
4438,100,0.2,A7,100gsm Premium Smooth White Paper,None,Double Sided,,15.68,2,FLY-519-612-554-521-EXPRESS
311,100,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,20.9,1,FLY-518-560-458-516-EXPRESS
700,100,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Single Sided,,27.8,1,FLY-645-614-556-656-EXPRESS
2433,100,0.2,A3,120gsm Premium Smooth White Paper,None,Double Sided,,47.02,2,FLY-462-603-607-656-EXPRESS
6817,100,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,,21.84,1,FLY-610-562-605-516-EXPRESS
2586,100,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,21.84,3,FLY-511-753-608-552-EXPRESS
498,100,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,17.86,1,FLY-610-608-616-563-EXPRESS
4020,100,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Single Sided,,31.77,2,FLY-601-607-609-608-EXPRESS
6928,100,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,29.79,1,FLY-702-614-473-603-EXPRESS
2625,100,0.0,A3,350gsm Recycled Uncoated,None,Single Sided,,66.18,1,FLY-560-656-562-519-EXPRESS
4372,100,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,24.82,3,FLY-517-707-616-503-EXPRESS
4746,100,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,24.82,3,FLY-564-516-559-519-EXPRESS
4205,100,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,15.88,1,FLY-563-655-515-563-EXPRESS
146,100,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,20.9,1,FLY-611-505-479-573-EXPRESS
5635,100,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,15.63,1,FLY-553-613-506-657-EXPRESS
666,100,0.0,A6,300gsm Art Board Coated,None,Double Sided,,19.86,1,FLY-616-510-520-657-EXPRESS
372,100,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,16.87,1,FLY-647-603-648-602-EXPRESS
7093,100,0.0,1/3 A4 (DL),350gsm Recycled Uncoated,None,Double Sided,,29.26,1,FLY-620-571-561-469-EXPRESS
7015,100,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,20.84,2,FLY-663-694-473-564-EXPRESS
3986,100,0.2,A3,130gsm Art Paper Silk Finish,None,Single Sided,,29.79,1,FLY-458-559-606-423-EXPRESS
531,100,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,26.12,3,FLY-481-654-556-607-EXPRESS
880,100,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,27.8,1,FLY-601-547-654-469-EXPRESS
914,100,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,22.99,1,FLY-658-565-525-469-EXPRESS
406,100,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,18.81,1,FLY-558-606-515-560-EXPRESS
4054,100,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,16.87,1,FLY-515-565-509-421-EXPRESS
4404,100,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,,26.75,2,FLY-464-616-515-520-EXPRESS
2466,100,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,20.84,3,FLY-609-503-511-559-EXPRESS
2633,100,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,24.04,2,FLY-563-563-578-564-EXPRESS
5823,100,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,,25.41,2,FLY-506-518-610-467-EXPRESS
2,100,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,17.77,1,FLY-570-470-600-606-EXPRESS
4088,100,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Single Sided,,21.84,1,FLY-506-554-607-507-EXPRESS
805,100,0.0,A3,350gsm Art Board Silk Finish,None,Single Sided,,41.69,1,FLY-514-561-525-612-EXPRESS
7083,100,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Double Sided,,26.12,1,FLY-610-557-699-506-EXPRESS
771,100,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,17.56,2,FLY-696-612-513-616-EXPRESS
4121,100,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,18.81,3,FLY-425-714-469-606-EXPRESS
4171,100,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,27.8,1,FLY-463-599-525-650-EXPRESS
7049,100,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,18.81,1,FLY-562-706-529-476-EXPRESS
70,100,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Double Sided,,33.44,2,FLY-516-600-653-599-EXPRESS
4803,100,0.0,A4,350gsm Art Board Silk Finish,None,Double Sided,,29.26,1,FLY-475-700-701-515-EXPRESS
5669,100,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,44.67,2,FLY-689-461-464-565-EXPRESS
737,100,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,19.23,2,FLY-605-653-555-522-EXPRESS
829,100,0.2,A7,350gsm Art Board Silk Finish,None,Double Sided,,17.77,1,FLY-555-651-469-510-EXPRESS
4769,100,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,25.41,2,FLY-520-565-521-515-EXPRESS
6892,100,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,33.75,3,FLY-471-559-655-559-EXPRESS
4395,100,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Single Sided,,41.69,1,FLY-468-460-461-614-EXPRESS
2553,100,0.2,A7,300gsm Art Board Coated,None,Single Sided,,16.87,1,FLY-655-517-515-527-EXPRESS
5891,100,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,24.04,2,FLY-567-666-644-514-EXPRESS
2730,100,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,18.81,1,FLY-509-515-644-514-EXPRESS
4674,100,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,33.75,3,FLY-565-521-471-653-EXPRESS
2530,100,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,21.94,3,FLY-644-466-557-549-EXPRESS
627,100,0.0,Square 210mm x 210mm,350gsm Recycled Uncoated,None,Double Sided,,43.89,1,FLY-652-540-557-656-EXPRESS
6970,100,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,21.94,3,FLY-568-506-602-564-EXPRESS
947,100,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,24.82,3,FLY-665-602-564-603-EXPRESS
6992,100,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,21.84,3,FLY-746-575-564-657-EXPRESS
6786,100,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,26.12,3,FLY-463-601-571-526-EXPRESS
4572,100,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,17.86,1,FLY-605-600-601-606-EXPRESS
5857,100,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Double Sided,,20.9,1,FLY-565-515-598-512-EXPRESS
349,100,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,33.75,3,FLY-567-499-646-651-EXPRESS
6963,100,0.0,A3,350gsm Recycled Uncoated,None,Double Sided,,76.45,1,FLY-513-549-508-562-EXPRESS
4930,100,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Single Sided,,25.81,1,FLY-508-612-611-702-EXPRESS
4697,100,0.0,A5,350gsm Recycled Uncoated,None,Double Sided,,31.35,1,FLY-558-611-509-468-EXPRESS
970,100,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,29.79,1,FLY-466-600-516-467-EXPRESS
554,100,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,27.17,1,FLY-555-609-514-509-EXPRESS
5755,100,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,26.75,2,FLY-561-511-476-552-EXPRESS
4239,100,0.0,A5,300gsm Art Board Coated,None,Double Sided,,19.86,1,FLY-565-564-512-569-EXPRESS
5703,100,0.0,A4,350gsm Recycled Uncoated,None,Single Sided,,41.69,1,FLY-569-562-466-614-EXPRESS
2399,100,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,17.86,1,FLY-651-559-556-596-EXPRESS
4322,100,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,17.38,1,FLY-453-522-524-458-EXPRESS
2497,100,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,,16.87,1,FLY-474-708-604-652-EXPRESS
4707,100,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,14.89,1,FLY-662-658-660-553-EXPRESS
4896,100,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,18.81,1,FLY-481-569-514-568-EXPRESS
2764,100,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,18.61,2,FLY-546-601-601-555-EXPRESS
4538,100,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Single Sided,,17.86,1,FLY-528-569-603-472-EXPRESS
3952,100,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,16.87,1,FLY-473-615-513-661-EXPRESS
643,100,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,22.99,3,FLY-514-518-652-564-EXPRESS
112,100,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,20.9,1,FLY-520-756-701-608-EXPRESS
4288,100,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,19.86,1,FLY-615-560-513-413-EXPRESS
2129,150,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Double Sided,,22.46,2,FLY-611-551-613-514-EXPRESS
738,150,0.2,A5,100gsm Premium Smooth White Paper,None,Double Sided,,20.06,2,FLY-605-653-555-522-EXPRESS
5112,150,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Single Sided,,19.86,1,FLY-698-715-508-600-EXPRESS
2197,150,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Single Sided,,19.86,1,FLY-561-556-555-699-EXPRESS
1763,150,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,22.99,1,FLY-521-560-563-701-EXPRESS
6484,150,0.0,A6,130gsm Art Paper Gloss Finish,None,Single Sided,,16.87,1,FLY-561-661-558-561-EXPRESS
4770,150,0.2,A4,100gsm Premium Smooth White Paper,None,Single Sided,,27.8,2,FLY-520-565-521-515-EXPRESS
3612,150,0.0,A7,170gsm Art Paper Gloss Finish,None,Double Sided,,16.72,1,FLY-510-660-562-561-EXPRESS
113,150,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,21.94,1,FLY-520-756-701-608-EXPRESS
5858,150,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Double Sided,,22.99,1,FLY-565-515-598-512-EXPRESS
5531,150,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Double Sided,,52.25,1,FLY-559-497-514-462-EXPRESS
2967,150,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,17.07,2,FLY-704-461-567-565-EXPRESS
6055,150,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Single Sided,,18.37,1,FLY-645-577-696-648-EXPRESS
1321,150,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,20.9,1,FLY-606-700-564-563-EXPRESS
1797,150,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,27.17,1,FLY-506-603-615-609-EXPRESS
772,150,0.2,A6,100gsm Premium Smooth White Paper,None,Double Sided,,17.97,2,FLY-696-612-513-616-EXPRESS
4289,150,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,27.17,1,FLY-615-560-513-413-EXPRESS
5078,150,0.0,A6,170gsm Art Paper Gloss Finish,None,Double Sided,,18.28,1,FLY-466-563-520-505-EXPRESS
3,150,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Double Sided,,18.28,1,FLY-570-470-600-606-EXPRESS
6322,150,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Single Sided,,17.47,2,FLY-569-513-607-564-EXPRESS
2554,150,0.2,A7,300gsm Art Board Coated,None,Single Sided,,17.38,1,FLY-655-517-515-527-EXPRESS
2275,150,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Single Sided,,18.86,1,FLY-543-472-525-562-EXPRESS
6534,150,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,15.88,1,FLY-619-694-464-473-EXPRESS
7050,150,0.0,A6,350gsm Art Board Silk Finish,None,Double Sided,,19.86,1,FLY-562-706-529-476-EXPRESS
6264,150,0.2,A3,300gsm Art Board Coated,None,Double Sided,,57.48,1,FLY-612-568-659-556-EXPRESS
1658,150,0.2,A3,170gsm Art Paper Gloss Finish,None,Double Sided,,41.8,1,FLY-419-553-522-705-EXPRESS
1597,150,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Double Sided,,20.06,2,FLY-512-552-606-524-EXPRESS
3431,150,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,15.09,2,FLY-665-709-560-606-EXPRESS
1356,150,0.0,A3,350gsm Art Board Silk Finish,None,Double Sided,,59.56,1,FLY-600-652-559-418-EXPRESS
4172,150,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,49.63,1,FLY-463-599-525-650-EXPRESS
4323,150,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,17.86,1,FLY-453-522-524-458-EXPRESS
6860,150,0.0,Square 105mm x 105mm,300gsm Art Board Coated,None,Double Sided,,20.9,1,FLY-519-505-603-518-EXPRESS
4240,150,0.0,A5,300gsm Art Board Coated,None,Double Sided,,27.17,1,FLY-565-564-512-569-EXPRESS
1466,150,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Double Sided,,25.08,1,FLY-609-508-560-505-EXPRESS
7016,150,0.2,Square 105mm x 105mm,120gsm Premium Smooth White Paper,None,Single Sided,,21.35,2,FLY-663-694-473-564-EXPRESS
667,150,0.0,A6,300gsm Art Board Coated,None,Double Sided,,20.9,1,FLY-616-510-520-657-EXPRESS
5205,150,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,25.81,1,FLY-470-519-612-518-EXPRESS
5171,150,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Double Sided,,17.77,1,FLY-551-516-514-652-EXPRESS
1719,150,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,21.84,1,FLY-572-515-518-622-EXPRESS
6929,150,0.2,A3,130gsm Art Paper Gloss Finish,None,Single Sided,,34.75,1,FLY-702-614-473-603-EXPRESS
37,150,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,20.9,1,FLY-548-601-610-618-EXPRESS
244,150,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,16.72,1,FLY-463-599-607-559-EXPRESS
2231,150,0.0,A7,130gsm Art Paper Silk Finish,None,Double Sided,,15.94,1,FLY-609-553-609-462-EXPRESS
4206,150,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,16.87,1,FLY-563-655-515-563-EXPRESS
1508,150,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,,36.58,2,FLY-535-606-521-515-EXPRESS
3499,150,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Single Sided,,16.87,1,FLY-512-620-573-470-EXPRESS
3361,150,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,25.81,1,FLY-460-464-476-563-EXPRESS
6411,150,0.2,Square 148mm x 148mm,100gsm Premium Smooth White Paper,None,Single Sided,,19.06,2,FLY-520-556-554-566-EXPRESS
2498,150,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,,17.38,1,FLY-474-708-604-652-EXPRESS
5892,150,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,25.08,2,FLY-567-666-644-514-EXPRESS
2928,150,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,17.77,1,FLY-427-575-563-517-EXPRESS
5824,150,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Single Sided,,27.8,2,FLY-506-518-610-467-EXPRESS
1397,150,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Double Sided,,18.28,1,FLY-479-705-617-562-EXPRESS
5239,150,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,19.06,2,FLY-498-661-556-469-EXPRESS
2634,150,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,25.08,2,FLY-563-563-578-564-EXPRESS
555,150,0.0,Square 210mm x 210mm,300gsm Art Board Coated,None,Double Sided,,33.44,1,FLY-555-609-514-509-EXPRESS
1550,150,0.0,A4,300gsm Art Board Coated,None,Double Sided,,33.44,1,FLY-515-606-707-604-EXPRESS
3578,150,0.2,A3,130gsm Art Paper Silk Finish,None,Double Sided,,36.58,1,FLY-697-609-600-557-EXPRESS
5670,150,0.2,A3,120gsm Premium Smooth White Paper,None,Single Sided,,54.6,2,FLY-689-461-464-565-EXPRESS
2894,150,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,34.75,2,FLY-606-563-558-465-EXPRESS
5291,150,0.2,A3,170gsm Art Paper Silk Finish,None,Single Sided,,39.71,1,FLY-464-561-425-544-EXPRESS
3001,150,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,21.84,1,FLY-430-572-561-610-EXPRESS
4708,150,0.0,A7,130gsm Art Paper Gloss Finish,None,Single Sided,,15.15,1,FLY-662-658-660-553-EXPRESS
1431,150,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,36.58,1,FLY-659-662-515-599-EXPRESS
6377,150,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,27.17,1,FLY-507-621-528-659-EXPRESS
2163,150,0.2,A7,300gsm Art Board Coated,None,Double Sided,,18.28,1,FLY-461-565-472-656-EXPRESS
6288,150,0.0,A5,170gsm Art Paper Silk Finish,None,Double Sided,,22.99,1,FLY-564-574-602-511-EXPRESS
499,150,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,21.84,1,FLY-610-608-616-563-EXPRESS
3544,150,0.0,A5,170gsm Art Paper Gloss Finish,None,Single Sided,,21.84,1,FLY-515-526-479-512-EXPRESS
181,150,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,23.83,1,FLY-548-462-573-566-EXPRESS
3327,150,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,23.83,2,FLY-611-506-603-654-EXPRESS
71,150,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Double Sided,,36.58,2,FLY-516-600-653-599-EXPRESS
3271,150,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,22.99,2,FLY-658-517-526-603-EXPRESS
3953,150,0.2,A7,350gsm Art Board Silk Finish,None,Single Sided,,17.38,1,FLY-473-615-513-661-EXPRESS
1922,150,0.0,A6,300gsm Art Board Coated,None,Single Sided,,19.86,1,FLY-525-602-433-476-EXPRESS
3780,150,0.0,Square 148mm x 148mm,130gsm Art Paper Gloss Finish,None,Single Sided,,19.86,1,FLY-614-656-453-557-EXPRESS
4021,150,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Single Sided,,34.75,2,FLY-601-607-609-608-EXPRESS
4573,150,0.0,A6,350gsm Art Board Silk Finish,None,Single Sided,,18.86,1,FLY-605-600-601-606-EXPRESS
2005,150,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,17.77,1,FLY-468-610-464-468-EXPRESS
2434,150,0.2,A3,120gsm Premium Smooth White Paper,None,Double Sided,,57.48,2,FLY-462-603-607-656-EXPRESS
6818,150,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Single Sided,,31.77,1,FLY-610-562-605-516-EXPRESS
1052,150,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,20.84,1,FLY-646-566-513-514-EXPRESS
1193,150,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,33.44,1,FLY-608-511-549-465-EXPRESS
5367,150,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,15.15,1,FLY-659-703-572-557-EXPRESS
4439,150,0.2,A7,100gsm Premium Smooth White Paper,None,Double Sided,,15.88,2,FLY-519-612-554-521-EXPRESS
5009,150,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Single Sided,,17.86,1,FLY-657-602-552-650-EXPRESS
4897,150,0.0,A5,170gsm Art Paper Gloss Finish,None,Double Sided,,22.99,1,FLY-481-569-514-568-EXPRESS
312,150,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,25.08,1,FLY-518-560-458-516-EXPRESS
5602,150,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Single Sided,,21.84,2,FLY-554-615-567-604-EXPRESS
4055,150,0.0,A6,170gsm Art Paper Silk Finish,None,Single Sided,,17.38,1,FLY-515-565-509-421-EXPRESS
6151,150,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,19.86,1,FLY-476-519-554-612-EXPRESS
1888,150,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,,21.35,2,FLY-520-699-614-508-EXPRESS
1159,150,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,20.9,1,FLY-405-508-523-603-EXPRESS
373,150,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,17.38,1,FLY-647-603-648-602-EXPRESS
2765,150,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,18.86,2,FLY-546-601-601-555-EXPRESS
915,150,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,33.44,1,FLY-658-565-525-469-EXPRESS
5401,150,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,17.07,2,FLY-512-546-656-611-EXPRESS
4965,150,0.0,A4,170gsm Art Paper Silk Finish,None,Double Sided,,27.17,1,FLY-529-515-554-610-EXPRESS
2073,150,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,17.97,2,FLY-462-558-560-613-EXPRESS
6686,150,0.0,A4,300gsm Art Board Coated,None,Single Sided,,31.77,1,FLY-550-608-599-516-EXPRESS
147,150,0.0,A4,130gsm Art Paper Silk Finish,None,Double Sided,,25.08,1,FLY-611-505-479-573-EXPRESS
3850,150,0.0,A5,300gsm Art Board Coated,None,Single Sided,,25.81,1,FLY-466-701-515-519-EXPRESS
278,150,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Single Sided,,25.81,1,FLY-510-623-603-607-EXPRESS
3987,150,0.2,A3,130gsm Art Paper Silk Finish,None,Single Sided,,34.75,1,FLY-458-559-606-423-EXPRESS
1125,150,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,27.17,1,FLY-572-609-553-554-EXPRESS
3116,150,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,43.68,2,FLY-554-663-652-568-EXPRESS
6185,150,0.0,A7,130gsm Art Paper Gloss Finish,None,Double Sided,,15.94,1,FLY-661-510-586-608-EXPRESS
6720,150,0.2,A6,120gsm Premium Smooth White Paper,None,Double Sided,,22.46,2,FLY-556-604-569-542-EXPRESS
3652,150,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Single Sided,,23.83,1,FLY-559-699-613-611-EXPRESS
2344,150,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,18.81,1,FLY-519-612-566-654-EXPRESS
5636,150,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,15.88,1,FLY-553-613-506-657-EXPRESS
881,150,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,49.63,1,FLY-601-547-654-469-EXPRESS
407,150,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,19.34,1,FLY-558-606-515-560-EXPRESS
